pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
impressed with the,18.3759945301,0.0269291327,17.2219754644,0.0005169581,1,0.2485888355,1.2244244554,35,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193432561,0.6666666667,0,1,0.0000000000,0.0000000000
i must say,60.3885116574,0.0444364217,22.0834778232,0.0006033993,1,0.2184944982,0.9125900372,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116732712,1.0000000000,1,1,0.0000000000,0.0000000000
matter what,176.2658001431,0.0386080243,16.3552781877,0.0001749464,1,0.0556261969,0.0914882324,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0035234321,0.5000000000,0,1,0.0000000000,0.0000000000
this would,4.7237528232,0.0099932588,7.7630178667,0.0001312948,1,0.0902032853,0.0992601448,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0108126373,1.0000000000,1,1,0.0000000000,0.0000000000
pieces of,65.0414117867,0.0574465767,32.3395981720,0.0008473393,1,0.1879913230,0.6094917996,60,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117001875,0.5000000000,0,1,0.0000000000,0.0000000000
of paneer,4.0523183260,0.0078538315,5.9366810533,0.0000851975,1,0.2947371455,0.4658585432,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130850944,0.5000000000,1,0,0.0000000000,0.0000000000
had in vegas,11.5161123825,0.0144137125,9.7749885261,0.0001983876,1,0.1438454514,0.1541049838,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0120372509,0.6666666667,1,0,0.0000000000,0.0000000000
great for,3.4899086820,0.0119020344,8.6593919632,0.0002029341,1,0.1996858861,0.2694394531,48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140972092,0.5000000000,0,1,0.0000000000,0.0000000000
names of,53.1171529591,0.0250769643,14.8637336222,0.0001881218,1,0.1616195482,0.7514523832,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113359715,0.5000000000,0,1,0.0000000000,0.0000000000
served with a,15.0271264591,0.0159421363,10.4952310257,0.0002062415,1,0.2677925873,0.5079571509,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148954586,0.6666666667,0,1,0.0000000000,0.0000000000
next time,312.0808829600,0.2173469988,76.8396139031,0.0034774331,1,0.0320982995,0.0402844411,179,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0052471957,1.0000000000,1,1,0.0000000000,0.0000000000
us were,4.3622345841,0.0069249993,5.3109209457,0.0000647722,1,0.2531406508,0.3582747850,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095160842,1.0000000000,1,1,0.0000000000,0.0000000000
three different,155.5003085140,0.0413457479,18.1959471079,0.0002219185,1,0.0949931866,0.0945382499,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0025385730,1.0000000000,1,1,0.0000000000,0.0000000000
a strip mall,19.4679787560,0.0214700471,13.6046178319,0.0003163256,1,0.1521767608,0.4731425131,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101847415,0.3333333333,1,0,0.0000000000,0.0000000000
lunch special,120.7068885385,0.0692641495,32.8616561714,0.0007620535,1,0.2465596729,0.3255005454,47,0.0000000000,0.0000000000,0.0000000000,0.0204081633,0.0051788328,0.0000000000,0,0,0.9404763154,-0.0002012881
not a good,8.8747585931,0.0126532236,8.7328445368,0.0001772369,1,0.2043711855,0.3125034975,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0177357602,1.0000000000,1,1,0.0000000000,0.0000000000
the red,8.5754641140,0.0123404789,9.8475203539,0.0001526454,1,0.2787503500,1.6449870103,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213178132,0.5000000000,1,0,0.0000000000,0.0000000000
to watch,53.7703090694,0.0252306729,14.9094624057,0.0001887005,1,0.1297132751,0.4938258381,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126151597,0.5000000000,1,0,0.0000000000,0.0000000000
something for everyone,1159.7240928408,0.1252653281,24.4424841603,0.0004296099,1,0.1106277713,0.2718834986,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0076478644,1.0000000000,1,1,0.3129314720,-0.0005422694
the south,2.4124382563,0.0049478016,3.0506193818,0.0000357459,1,0.2174949391,1.0445914180,12,0.0000000000,0.0000000000,0.0000000000,0.1666666667,0.0216913248,0.5000000000,1,0,0.0000000000,0.0000000000
don't care,167.8850604086,0.0532861782,22.9120028218,0.0003465973,1,0.0000000000,0.0000000000,20,0,0,0,0,0.0032908854,0.5000000000,1,0,0.0000000000,0.0000000000
i mention,17.0860510436,0.0152045787,11.3530496087,0.0001536100,1,0.1359647137,0.5731936853,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152836560,0.5000000000,1,0,0.0000000000,0.0000000000
vegetable biryani,251.7673763511,0.0526095942,19.9333102425,0.0002431074,1,0.1107138446,0.0696443408,13,0.0000000000,0.0000000000,0.0000000000,0.3846153846,0.0020492703,0.0000000000,0,0,1.1404646896,0.0000492615
vegas and,4.2901257760,0.0143802352,10.9949450699,0.0002807874,1,0.2301819076,0.5054801535,57,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0176620086,0.5000000000,0,1,0.0000000000,0.0000000000
not the,1.7706366805,0.0153323281,7.1588595114,0.0003034176,1,0.3402123872,0.8852016324,157,0.0000000000,0.0000000000,0.0000000000,0.0059880240,0.0272404498,1.0000000000,1,1,0.0000000000,0.0000000000
glasses were,71.6929382093,0.0301562523,16.5469040403,0.0002167751,1,0.2357048802,0.5649184642,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067150436,0.5000000000,0,1,0.0000000000,0.0000000000
aloo gobi,3527.4974679154,0.3581468471,53.5634134018,0.0011880906,1,0.0352818995,0.0364293593,43,0.0000000000,0.0227272727,0.0000000000,0.3863636364,0.0011458231,0.0000000000,0,0,69.2686084651,0.0123104352
so good,14.6344737582,0.0420678312,32.0885572553,0.0012979719,1,0.1528196635,0.1551640377,143,0.0000000000,0.0067114094,0.0000000000,0.0268456376,0.0124912508,1.0000000000,1,1,0.0000000000,0.0000000000
it's worth,68.0325089749,0.0415443932,23.1138134057,0.0004282322,1,0.0000000000,0.0000000000,30,0,0,0,0,0.0050307447,0.5000000000,1,0,0.0000000000,0.0000000000
at some point,357.3323932313,0.0665725901,19.4973307897,0.0003281027,1,0.0429197425,0.0493902798,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0063757259,0.6666666667,1,0,0.0000000000,0.0000000000
mosque kitchen,4446.3519385027,0.4113407386,56.3478346882,0.0012785879,1,0.1199583265,0.0998480505,45,0.0000000000,0.0000000000,0.0000000000,0.8163265306,0.0011556896,0.0000000000,0,0,42.1062012924,0.0093895954
northern indian,94.7921442886,0.0283125980,14.3936966605,0.0001539641,1,0.2802510799,0.5922451614,10,0.0000000000,0.0000000000,0.0000000000,0.7000000000,0.0078671641,0.0000000000,0,0,0.0000000000,0.0000000000
it was pretty,28.6207241513,0.0421293318,24.8749018120,0.0009360112,1,0.2454358758,0.4187165193,55,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0175980659,0.6666666667,1,0,0.0000000000,0.0000000000
the best i've ever had,24.5013260401,0.0276129148,15.3405569329,0.0006221458,1,0.0000000000,0.0000000000,23,0,0,0,0,0.0141506394,1.0000000000,1,1,0.0000000000,0.0000000000
it the,0.1163868334,0.0015045596,-10.3150464442,-0.0001673332,1,0.5344960019,1.0328221625,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0313244784,1.0000000000,1,1,0.0000000000,0.0000000000
the mood,28.7482225537,0.0283240934,19.2935498969,0.0003749007,1,0.2086572823,1.0182134211,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210985322,0.5000000000,1,0,0.0000000000,0.0000000000
ordered take,26.6520735090,0.0171171212,11.8365451289,0.0001443590,1,0.0511320409,0.0987077310,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0048550340,0.5000000000,0,1,0.0000000000,0.0000000000
with basmati,20.6150708215,0.0144636062,10.4824490888,0.0001228289,1,0.0778646647,0.1412420237,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081827081,0.5000000000,1,0,0.0000000000,0.0000000000
buffet is,13.9629250447,0.0510831758,39.1929869818,0.0019708410,1,0.2496932092,0.3496856715,221,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0155557363,0.5000000000,0,1,0.0000000000,0.0000000000
in mind,44.2418664512,0.0305830133,18.9483577277,0.0003204710,1,0.1301012043,0.2650162970,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0093103643,0.5000000000,1,0,0.0000000000,0.0000000000
dine in,78.6143934632,0.0468383463,25.0724585051,0.0004871929,1,0.0593352595,0.1138663952,33,0.0000000000,0.2647058824,0.0000000000,0.0294117647,0.0092066175,0.5000000000,0,1,0.0000000000,0.0000000000
that they are,7.7484512452,0.0098031740,6.7907659890,0.0001142756,1,0.1983898731,0.2255400445,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130460924,1.0000000000,1,1,0.0000000000,0.0000000000
this was,6.3904744173,0.0391068934,31.2027087541,0.0017755488,1,0.2665622972,0.3794083635,283,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210333111,1.0000000000,1,1,0.0000000000,0.0000000000
this way,5.7720323039,0.0073274737,5.8141236443,0.0000652270,1,0.0468374951,0.0680525200,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0090038937,1.0000000000,1,1,0.0000000000,0.0000000000
great prices,25.6857048788,0.0203149657,14.1487009282,0.0002086126,1,0.2535529393,0.4113549333,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0063072172,0.0000000000,0,0,0.0000000000,0.0000000000
that they,15.3196937712,0.0520345417,39.4547073663,0.0019293857,1,0.2220141372,0.2492759989,209,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143167368,1.0000000000,1,1,0.0000000000,0.0000000000
of curry,4.0533794201,0.0117093335,8.8515374568,0.0001893633,1,0.2267626120,0.3565501433,40,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146215402,0.5000000000,1,0,0.0000000000,0.0000000000
get a good,13.2163889965,0.0122072917,8.1632858576,0.0001309795,1,0.3868170409,0.7935192797,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156970260,1.0000000000,1,1,0.0000000000,0.0000000000
when we went,35.0395582293,0.0208467602,11.7955019681,0.0001984957,1,0.2300421955,0.3639224892,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102946951,1.0000000000,1,1,0.0000000000,0.0000000000
of options,12.6884065617,0.0196538819,15.2441322443,0.0003093863,1,0.2175950713,0.5358010176,36,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0124989942,0.5000000000,1,0,0.0000000000,0.0000000000
sauces and,6.7522356861,0.0119477837,9.5493683140,0.0001615071,1,0.2549883316,1.0176880608,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0161622699,0.5000000000,0,1,0.0000000000,0.0000000000
mention that,36.1594391443,0.0183400593,11.8998442000,0.0001335011,1,0.1736009835,0.4326028283,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0080957890,0.5000000000,0,1,0.0000000000,0.0000000000
that you can,12.1135415315,0.0181052324,12.2196419186,0.0003037403,1,0.2495826298,0.3529859559,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116138508,1.0000000000,1,1,0.0000000000,0.0000000000
great with,1.5631011238,0.0043018088,1.6712926449,0.0000211526,1,0.2786149888,0.3396286695,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0124418840,0.5000000000,0,1,0.0000000000,0.0000000000
my entree,36.0916841313,0.0213965007,13.8887602725,0.0001819517,1,0.1340816014,0.3094148980,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0077347801,0.5000000000,1,0,0.0000000000,0.0000000000
does not,123.0507308474,0.0728485205,34.3688150046,0.0008302268,1,0.1100051958,0.2076628772,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0070241298,1.0000000000,1,1,0.0000000000,0.0000000000
dishes with,3.7346142793,0.0077462806,5.7434793990,0.0000846835,1,0.1218227398,0.1683383728,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109928352,0.5000000000,0,1,0.0000000000,0.0000000000
as it should,97.3405551348,0.0331291144,14.4775892551,0.0002322922,1,0.2617702938,0.2306282791,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116189981,1.0000000000,1,1,0.0000000000,0.0000000000
the other,9.7245573120,0.0458826456,36.3944698857,0.0019697108,1,0.3034592608,1.2417240986,256,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0237251034,1.0000000000,1,1,0.0000000000,0.0000000000
very tender,39.1363592174,0.0230114376,14.6682077526,0.0001984651,1,0.1387722413,0.2737039889,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0062604610,0.5000000000,1,0,0.0000000000,0.0000000000
the uk,28.7482225537,0.0163529230,11.1391362266,0.0001249669,1,0.1974909732,1.4102882536,11,0.0000000000,0.0000000000,0.0000000000,0.0833333333,0.0209511878,0.5000000000,1,0,0.0000000000,0.0000000000
the plain,4.8366254001,0.0088153909,6.8705716891,0.0001013017,1,0.3419750572,1.5748610313,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0215401866,0.5000000000,1,0,0.0000000000,0.0000000000
up to,8.8461253178,0.0278924564,22.2315164881,0.0007668896,1,0.2483514232,0.4956965067,104,0.0000000000,0.0092592593,0.0000000000,0.0000000000,0.0155945959,1.0000000000,1,1,0.0000000000,0.0000000000
money and,6.0180489326,0.0084408353,6.7153886451,0.0000849928,1,0.2919100769,1.1814013005,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158661832,0.5000000000,0,1,0.0000000000,0.0000000000
closer to,66.5727636098,0.0397027746,22.2152918536,0.0003976291,1,0.0914508898,0.3384799984,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126930371,0.5000000000,0,1,0.0000000000,0.0000000000
though the,3.4343739065,0.0109121233,7.9003964897,0.0001711149,1,0.2847271430,1.5485444591,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0224662988,1.0000000000,1,1,0.0000000000,0.0000000000
check out,107.6277093104,0.0667811107,32.7507469523,0.0007754724,1,0.0490092036,0.0645973952,49,0.0000000000,0.0192307692,0.0000000000,0.0000000000,0.0053783709,0.5000000000,0,1,0.0000000000,0.0000000000
too sweet,102.3482776528,0.0465161565,23.1419074198,0.0003913959,1,0.1098733864,0.1287321135,25,0.0000000000,0.0370370370,0.0000000000,0.0000000000,0.0040472122,0.5000000000,1,0,0.0000000000,0.0000000000
to fill,48.9875052977,0.0328188142,19.8431672587,0.0003422510,1,0.1894010939,0.6163893622,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0127441249,1.0000000000,1,1,0.0000000000,0.0000000000
are only,5.3054877396,0.0076370895,6.0167337917,0.0000733803,1,0.1630907758,0.1734332542,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0083728146,1.0000000000,1,1,0.0000000000,0.0000000000
plates of,9.0647805436,0.0099826047,7.9480650979,0.0000969349,1,0.1359296354,0.3776857225,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0119387134,0.5000000000,0,1,0.0000000000,0.0000000000
been going,46.3036674841,0.0306553914,18.7886698309,0.0003113499,1,0.1134417455,0.1254738416,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0050156689,1.0000000000,1,1,0.0000000000,0.0000000000
this is not,14.6873096529,0.0266850654,17.6197312942,0.0005862352,1,0.2667549932,0.3250710758,43,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0161342832,1.0000000000,1,1,0.0000000000,0.0000000000
is fabulous,27.0929184371,0.0158751481,10.9424485705,0.0001227603,1,0.2311613971,0.7059114033,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0107755830,0.5000000000,1,0,0.0000000000,0.0000000000
food before,12.1577332694,0.0189694123,14.7781629000,0.0002957342,1,0.0800757972,0.1243499751,35,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0105350858,0.5000000000,0,1,0.0000000000,0.0000000000
a bad,14.7593162846,0.0299773278,22.8413125220,0.0006555931,1,0.1895336039,0.5446172727,72,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151113382,0.5000000000,1,0,0.0000000000,0.0000000000
items are,24.7182715864,0.0204464350,14.3445670828,0.0002169949,1,0.1440728357,0.2178659959,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0066843729,0.5000000000,0,1,0.0000000000,0.0000000000
tomato soup,1653.8909090909,0.1713786141,33.9609456841,0.0005264250,1,0.0476190476,0.0774019753,21,0.0000000000,0.0476190476,0.0000000000,0.0000000000,0.0011961190,0.0000000000,0,0,6.9823570912,0.0031986226
i thought that,18.9313314220,0.0201386474,12.8187297667,0.0002835046,1,0.3704210160,0.9168579863,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158977003,0.6666666667,1,1,0.0000000000,0.0000000000
it comes,48.6072633631,0.0484040345,29.3218429202,0.0007488171,1,0.1519150566,0.3789056704,57,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112439958,1.0000000000,1,1,0.0000000000,0.0000000000
glad we did,569.3461723640,0.0877691198,21.9779533326,0.0003862924,1,0.2956715555,0.9203815371,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081411261,0.6666666667,0,1,0.8805481116,-0.0001259818
looking at,33.5953532098,0.0250002583,16.4839397360,0.0002615288,1,0.1079974207,0.1496554457,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0063828888,1.0000000000,1,1,0.0000000000,0.0000000000
i knew i,16.0181728534,0.0134390759,8.7712850645,0.0001407348,1,0.4075629737,0.9867511293,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0201237391,0.6666666667,1,1,0.0000000000,0.0000000000
is going,5.8132744247,0.0096645305,7.6722898063,0.0001131225,1,0.1279216903,0.2186000280,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121119611,1.0000000000,1,1,0.0000000000,0.0000000000
their chicken tikka,18.8089623142,0.0205949306,13.1227382379,0.0002977679,1,0.2252931404,0.2413214829,20,0.0000000000,0.0000000000,0.0000000000,0.1000000000,0.0082275751,0.3333333333,1,0,0.0000000000,0.0000000000
piece of,83.8492200284,0.0525866332,27.6592221979,0.0005842778,1,0.1811938282,0.6402379248,39,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0114578806,0.5000000000,0,1,0.0000000000,0.0000000000
can be,66.1692095348,0.0849603666,47.6144122501,0.0018292808,1,0.0567783910,0.0621752205,129,0.0000000000,0.0075757576,0.0000000000,0.0000000000,0.0077444618,1.0000000000,1,1,0.0000000000,0.0000000000
the weekend,12.9283592722,0.0184096742,14.2502657926,0.0002683805,1,0.1894840506,0.9161444615,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213071797,0.5000000000,1,0,0.0000000000,0.0000000000
never had,49.6964542046,0.0654721099,39.4479955466,0.0013476345,1,0.0802382398,0.1058321007,102,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0088670196,1.0000000000,1,1,0.0000000000,0.0000000000
on all,1.8542643933,0.0041531319,2.0479762207,0.0000229757,1,0.1818181818,0.2342398786,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109080670,1.0000000000,1,1,0.0000000000,0.0000000000
more flavor,21.1713860124,0.0133803722,9.6533286499,0.0001032581,1,0.1949867995,0.2035368448,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049030405,0.5000000000,1,0,0.0000000000,0.0000000000
lunch buffet,264.9066735428,0.4507582065,168.0309942510,0.0171174919,1,0.1198208095,0.1318670733,907,0.0000000000,0.0000000000,0.0010928962,0.0393442623,0.0092135788,0.0000000000,0,0,0.0000000000,0.0000000000
an a,0.7134199305,0.0026906474,-1.1697753934,-0.0000137069,1,0.1740573243,0.4441019002,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0171598841,1.0000000000,1,1,0.0000000000,0.0000000000
is that the,6.9279611562,0.0178960658,12.3936667789,0.0004026522,1,0.4953943250,1.3697572332,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0260100136,1.0000000000,1,1,0.0000000000,0.0000000000
pretty decent,117.1587989836,0.0410398217,19.6405384575,0.0002739208,1,0.1084716800,0.1166298058,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032054736,0.0000000000,0,0,0.0000000000,0.0000000000
malai kofta was,13.8687184908,0.0153153425,10.1845357984,0.0002001360,1,0.2606484423,1.0037761873,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098369943,0.3333333333,0,1,0.0000000000,0.0000000000
